plate_map_name	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent
S-B-REPO1_2020-005-1	I15	BRD-K02992638-001-13-9	2.29256	1E+1	DMSO
S-B-REPO1_2020-005-1	I16	BRD-M15413738-326-05-0	8.77825000000000043	9.99999999999999997	DMSO
S-B-REPO1_2020-005-1	I17	BRD-K00003556-316-01-9	2.593467	1E+1	DMSO
S-B-REPO1_2020-005-1	I18	BRD-K45114938-236-03-4	5.62572000000000001	9.99999999999999997	DMSO
S-B-REPO1_2020-005-1	I19	BRD-K17903788-236-03-5	5.13503000000000043	10	DMSO
S-B-REPO1_2020-005-1	I20	BRD-A49160188-003-12-7	4.15952999999993520	9.99999999999984482	DMSO
S-B-REPO1_2020-005-1	I21	BRD-K77561571-001-02-9	2.482428	1E+1	DMSO
S-B-REPO1_2020-005-1	I22	BRD-K00005353-001-01-9	3.89469000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	I23				
S-B-REPO1_2020-005-1	I24				DMSO
S-B-REPO1_2020-005-1	J01				
S-B-REPO1_2020-005-1	J02				DMSO
S-B-REPO1_2020-005-1	J03	BRD-K45158365-001-13-9	4.355188	1E+1	DMSO
S-B-REPO1_2020-005-1	J04	BRD-K37252028-349-01-8	7.6375999999999999	9.99999999999999999	DMSO
S-B-REPO1_2020-005-1	J05	BRD-K92731339-227-08-9	4.416046	1E+1	DMSO
S-B-REPO1_2020-005-1	J06	BRD-A67097164-001-18-7	2.61085999999984592	9.99999999999940936	DMSO
S-B-REPO1_2020-005-1	J07	BRD-K83636919-001-07-9	3.05286000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	J08	BRD-K21733600-001-24-0	3.14355036096665797	9.99996933720577315	DMSO
S-B-REPO1_2020-005-1	J09	BRD-K97564742-050-34-9	4.014562	1E+1	DMSO
S-B-REPO1_2020-005-1	J10	BRD-K33240821-001-06-2	5.02783083716767433	10.0000215544066305	DMSO
S-B-REPO1_2020-005-1	J11	BRD-K44353683-001-13-9	3.174226	1E+1	DMSO
S-B-REPO1_2020-005-1	J12	BRD-A92262698-001-02-5	2.02634999999999991	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	J13	BRD-K85090592-003-23-9	2.44718	1E+1	DMSO
S-B-REPO1_2020-005-1	J14	BRD-K00005346-001-01-9	3.864813	1E+1	DMSO
S-B-REPO1_2020-005-1	J15	BRD-K18779551-003-09-9	3.05842000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	J16	BRD-K00010936-001-01-9	11.312569	1E+1	DMSO
S-B-REPO1_2020-005-1	J17	BRD-K48367671-001-08-9	3.16375	1E+1	DMSO
S-B-REPO1_2020-005-1	J18	BRD-K57569181-001-27-5	2.78306999999997142	9.99999999999989673	DMSO
S-B-REPO1_2020-005-1	J19	BRD-K01826702-066-07-9	2.263168	1E+1	DMSO
S-B-REPO1_2020-005-1	J20	BRD-K24844714-001-25-2	1.30077200000000723	10.0000000000000552	DMSO
S-B-REPO1_2020-005-1	J21	BRD-K88429204-001-40-9	2.48711	1E+1	DMSO
S-B-REPO1_2020-005-1	J22	BRD-A43435802-001-02-0	1.5003001449690407	9.99180932095289994	DMSO
S-B-REPO1_2020-005-1	J23				
S-B-REPO1_2020-005-1	J24				DMSO
S-B-REPO1_2020-005-1	K01				
S-B-REPO1_2020-005-1	K02				DMSO
S-B-REPO1_2020-005-1	K03	BRD-K33710385-001-28-9	1.66243	1E+1	DMSO
S-B-REPO1_2020-005-1	K04	BRD-K66206289-003-23-9	3.73915999999999996	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	K05	BRD-K47608922-001-05-9	2.381935	1E+1	DMSO
S-B-REPO1_2020-005-1	K06	BRD-K77821588-332-02-9	5.22546399999999999	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	K07	BRD-A33749298-001-18-3	3.24373699999999985	10	DMSO
S-B-REPO1_2020-005-1	K08	BRD-K51471001-303-07-9	7.18604000000000003	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	K09	BRD-K77554836-001-15-9	3.944339	1E+1	DMSO
S-B-REPO1_2020-005-1	K10	BRD-K97891829-065-02-9	5.75674	1E+1	DMSO
S-B-REPO1_2020-005-1	K11	BRD-K01825586-001-04-9	1.793018	1E+1	DMSO
S-B-REPO1_2020-005-1	K12	BRD-A65818372-001-06-9	8.07111300000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	K13	BRD-K55468218-001-26-1	3.95469799999994603	9.999999999999863	DMSO
S-B-REPO1_2020-005-1	K14	BRD-K49671696-045-09-9	5.455136	1E+1	DMSO
S-B-REPO1_2020-005-1	K15	BRD-K48470486-236-12-4	4.94524000000000001	10	DMSO
S-B-REPO1_2020-005-1	K16	BRD-K00003549-001-01-9	7.699604	1E+1	DMSO
S-B-REPO1_2020-005-1	K17	BRD-K95921201-001-19-9	6.08678699999999999	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	K18	BRD-K57305459-001-02-9	5.74831399999999998	9.99999999999999997	DMSO
S-B-REPO1_2020-005-1	K19	BRD-K15567136-003-27-2	3.75845999999981030	9.99999999999949518	DMSO
S-B-REPO1_2020-005-1	K20	BRD-K29113274-001-30-9	5.31431	1E+1	DMSO
S-B-REPO1_2020-005-1	K21	BRD-K64716392-001-03-9	3.71338245251041779	9.99993120203979141	DMSO
S-B-REPO1_2020-005-1	K22	BRD-K00077635-304-02-9	5.68378	1E+1	DMSO
S-B-REPO1_2020-005-1	K23				
S-B-REPO1_2020-005-1	K24				DMSO
S-B-REPO1_2020-005-1	L01				
S-B-REPO1_2020-005-1	L02				DMSO
S-B-REPO1_2020-005-1	L03	BRD-K86301799-001-40-9	5.046256	1E+1	DMSO
S-B-REPO1_2020-005-1	L04	BRD-A50157456-065-21-4	3.23363812760200255	10.0000251346072450	DMSO
S-B-REPO1_2020-005-1	L05	BRD-A14262390-065-01-8	3.11354999999991801	9.99999999999973609	DMSO
S-B-REPO1_2020-005-1	L06	BRD-A72401848-001-02-2	5.73239987344998158	10.2606140786317428	DMSO
S-B-REPO1_2020-005-1	L07	BRD-K88143662-001-01-5	1.98219099999999997	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	L08	BRD-K00005347-001-01-9	3.264326	1E+1	DMSO
S-B-REPO1_2020-005-1	L09	BRD-M87138257-003-01-1	4.5040730994769392	9.58335854557646973	DMSO
S-B-REPO1_2020-005-1	L10	BRD-K54634444-001-05-9	3.84420799999973960	9.999999999999323	DMSO
S-B-REPO1_2020-005-1	L11	BRD-K02314383-001-01-3	3.06505999999995360	9.99999999999984955	DMSO
S-B-REPO1_2020-005-1	L12	BRD-A20742938-036-03-7	3.74310940928127767	9.83897310009614646	DMSO
S-B-REPO1_2020-005-1	L13	BRD-K01826510-300-06-9	4.47825999999993002	9.99999999999984373	DMSO
S-B-REPO1_2020-005-1	L14	BRD-K00005348-001-01-9	4.485937	1E+1	DMSO
S-B-REPO1_2020-005-1	L15	BRD-K12343256-001-18-8	6.15394800000000032	10	DMSO
S-B-REPO1_2020-005-1	L16	BRD-K75649340-002-14-9	3.17321999999999999	9.99999999999999997	DMSO
S-B-REPO1_2020-005-1	L17	BRD-K90027355-001-21-9	4.16573	1E+1	DMSO
S-B-REPO1_2020-005-1	L18	BRD-K69600043-328-09-9	6.67791000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	L19	BRD-K33211335-337-13-9	3.70324000000000001	10.0000000000000000	DMSO
